document,dm_count_doc,word_count_doc,dm_words_perc,dm_sentences,sentence_count_doc,dm_sentences_perc,dm_count_min,dm_count_max,dm_count_mean,dm_count_median
show_3qeHaFWk5tvr8heJPNR6WF/3zPd58ebYUtKlPV70dzDXc.txt/000000792,182.0,1802.0,10.099889012208656,43.0,76.0,56.578947368421055,1.0,19.0,4.232558139534884,3.0
show_6Eiqut8Ar4k9vy9qeGq5qE/2IVHqB4YYUmpijf56kPzoe.txt/000000793,1423.0,15410.0,9.234263465282284,510.0,835.0,61.07784431137725,1.0,16.0,2.7901960784313724,2.0
show_1faGhT2N78uzUOJ8rZFWZA/0fBpRmie7ArB11JIjdZLuA.txt/000000794,885.0,12397.0,7.138823909010244,371.0,616.0,60.22727272727273,1.0,16.0,2.38544474393531,2.0
show_2N1CFSKiiMo23F8qZ80eRN/6FFFapkEJzSHW8sMQg5RfH.txt/000000795,340.0,4589.0,7.409021573327522,156.0,319.0,48.90282131661442,1.0,12.0,2.1794871794871793,2.0
show_2N1CFSKiiMo23F8qZ80eRN/58ICId5zk5cuuHwKuc4GBS.txt/000000796,438.0,5580.0,7.849462365591398,198.0,405.0,48.888888888888886,1.0,10.0,2.212121212121212,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/2Iuo7iYHjIMjWEmNxDeVic.txt/000000797,523.0,6707.0,7.797823169822573,170.0,220.0,77.27272727272727,1.0,13.0,3.0764705882352943,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/1vYzhV56O8ozaghBUDgOjp.txt/000000798,483.0,6041.0,7.995365005793743,184.0,241.0,76.34854771784232,1.0,12.0,2.625,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/5eQBIvfeXU89xrK1ejZxRJ.txt/000000799,542.0,6775.0,8.0,201.0,274.0,73.35766423357664,1.0,12.0,2.6965174129353233,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/1IqGi28vwDcvsqfhavVGh1.txt/000000800,501.0,7100.0,7.056338028169014,202.0,326.0,61.96319018404908,1.0,16.0,2.48019801980198,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/1auO6VTayrpXYzro5afQYZ.txt/000000801,416.0,5599.0,7.429898196106447,159.0,242.0,65.70247933884298,1.0,8.0,2.6163522012578615,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4oppuG5r3uhBxzyl3yeE5Z.txt/000000802,473.0,6495.0,7.282525019245574,186.0,274.0,67.88321167883211,1.0,11.0,2.543010752688172,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4UVDvUsxVuVXIMSHNEzfdl.txt/000000803,509.0,6655.0,7.648384673178062,187.0,250.0,74.8,1.0,15.0,2.72192513368984,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/1oDRp7fHOFiGb9wOwxUQMW.txt/000000804,562.0,6336.0,8.869949494949495,175.0,223.0,78.47533632286995,1.0,11.0,3.2114285714285713,3.0
show_4Y1qqhrzpgNcIkVRajAOdr/71jcIuWHicnOCT1qVCEmsX.txt/000000805,526.0,6567.0,8.00974569818791,176.0,231.0,76.19047619047619,1.0,14.0,2.9886363636363638,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/5ZQEuXymD5zqbZjaOtBxJE.txt/000000806,456.0,6002.0,7.597467510829723,170.0,222.0,76.57657657657657,1.0,10.0,2.6823529411764704,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/7LjDvgpI679LAe4h48ReEf.txt/000000807,564.0,7778.0,7.2512213936744665,227.0,293.0,77.47440273037543,1.0,9.0,2.484581497797357,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/5xkSNeuS6mNndguTiAtbZK.txt/000000808,151.0,2068.0,7.30174081237911,62.0,92.0,67.3913043478261,1.0,9.0,2.435483870967742,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/7aNLkygqyIjcrpa2sZoqc5.txt/000000809,378.0,5528.0,6.8379160636758325,175.0,265.0,66.0377358490566,1.0,10.0,2.16,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/64PHbpC932jwnZxy4kqlUK.txt/000000810,477.0,6554.0,7.2779981690570645,188.0,263.0,71.48288973384031,1.0,11.0,2.5372340425531914,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/6ULcKB5YBmcHHwZG4mDbiQ.txt/000000811,649.0,7525.0,8.624584717607974,208.0,251.0,82.86852589641434,1.0,15.0,3.1201923076923075,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/29UoiYQzmVtlqGcaoNXEGZ.txt/000000812,580.0,7920.0,7.3232323232323235,228.0,297.0,76.76767676767676,1.0,8.0,2.543859649122807,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/5S9Hb0CSu2LRs46vp5ASHR.txt/000000813,528.0,6618.0,7.978241160471441,178.0,228.0,78.0701754385965,1.0,14.0,2.966292134831461,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/3x9PhqzCBS9V4QKQODHUjl.txt/000000814,500.0,6909.0,7.236937328122738,189.0,267.0,70.78651685393258,1.0,10.0,2.6455026455026456,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/3OcUqQvWKJZV3LVyzx241Z.txt/000000815,617.0,7463.0,8.267452766983787,229.0,278.0,82.37410071942446,1.0,10.0,2.6943231441048034,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/23bYtxw1YGy8QNhS70jf5q.txt/000000816,713.0,9060.0,7.8697571743929355,265.0,354.0,74.85875706214689,1.0,16.0,2.690566037735849,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4D2MXQruVhXiKG7UCsT7co.txt/000000817,22.0,255.0,8.627450980392156,9.0,15.0,60.0,1.0,6.0,2.4444444444444446,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/5eXhN81JDFYgkDgLfObPwl.txt/000000818,626.0,9078.0,6.895792024675038,255.0,377.0,67.63925729442971,1.0,12.0,2.454901960784314,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/0EYTiGTCRte8yxRxch4Kuw.txt/000000819,501.0,6461.0,7.754217613372543,168.0,229.0,73.36244541484716,1.0,15.0,2.982142857142857,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4DjBU4UQU6TncIYA6YuIO6.txt/000000820,494.0,6899.0,7.160458037396724,203.0,278.0,73.02158273381295,1.0,12.0,2.4334975369458127,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4c1uMdwivpjcBgs1nxLM1D.txt/000000821,477.0,6296.0,7.576238881829733,163.0,225.0,72.44444444444444,1.0,12.0,2.9263803680981595,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/6hwVqwST65BUk1gpxKXV9p.txt/000000822,441.0,5999.0,7.3512252042007,172.0,235.0,73.19148936170212,1.0,12.0,2.563953488372093,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/26WRUcbyvbY2DGJnRpsvXo.txt/000000823,427.0,5334.0,8.005249343832022,150.0,203.0,73.89162561576354,1.0,17.0,2.8466666666666667,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4ZjtvfksLdjFoflTUCsFQn.txt/000000824,482.0,5686.0,8.476960956735843,160.0,204.0,78.43137254901961,1.0,10.0,3.0125,2.5
show_4Y1qqhrzpgNcIkVRajAOdr/2v9QKgcCrjYR6yUlw4OHvR.txt/000000825,437.0,6159.0,7.095307679818152,181.0,248.0,72.98387096774194,1.0,10.0,2.414364640883978,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4F68LvjyP2zfGwwvh9c68g.txt/000000826,462.0,6608.0,6.991525423728813,204.0,275.0,74.18181818181819,1.0,14.0,2.264705882352941,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4Kv5KPrXUKdx9AeH6bG8HI.txt/000000827,429.0,6134.0,6.9938050211933485,167.0,232.0,71.98275862068965,1.0,16.0,2.568862275449102,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/1o3U0JMCSX27nNMdCg905R.txt/000000828,481.0,6163.0,7.8046405971117965,152.0,205.0,74.14634146341463,1.0,13.0,3.164473684210526,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/2r11kIz0vqRshxSNuc6qxf.txt/000000829,486.0,6846.0,7.099035933391762,175.0,231.0,75.75757575757575,1.0,18.0,2.777142857142857,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/569cyUqrlXPznI25A1PAFT.txt/000000830,519.0,7232.0,7.176438053097345,209.0,289.0,72.31833910034602,1.0,12.0,2.4832535885167464,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/7JSg25zqpzlB8tABVc7FeB.txt/000000831,442.0,5920.0,7.466216216216216,161.0,236.0,68.22033898305085,1.0,17.0,2.7453416149068324,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/38xPZMkMk6BpipUe4Hm7nh.txt/000000832,435.0,6299.0,6.905858072709954,152.0,217.0,70.04608294930875,1.0,14.0,2.861842105263158,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/1syOW5Rri0IuMWl9VEwbyS.txt/000000833,482.0,6459.0,7.462455488465706,165.0,203.0,81.2807881773399,1.0,12.0,2.9212121212121214,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/6AMOQJf0ZCf33TyM8EqVBU.txt/000000834,418.0,5823.0,7.178430362356174,157.0,225.0,69.77777777777777,1.0,12.0,2.662420382165605,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/0VBJE5GpskueoZk6FsDOTG.txt/000000835,482.0,6454.0,7.468236752401611,173.0,236.0,73.30508474576271,1.0,12.0,2.786127167630058,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/4pvIAsFTk0CvV6ueC8oDzV.txt/000000836,675.0,9481.0,7.119502162219175,251.0,339.0,74.04129793510324,1.0,17.0,2.689243027888446,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/2oAGig0iiat6hyxe5kFlOK.txt/000000837,569.0,6275.0,9.06772908366534,188.0,222.0,84.68468468468468,1.0,13.0,3.026595744680851,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/0SzRK60Qsq52b2FhvqCZiW.txt/000000838,497.0,6225.0,7.983935742971887,184.0,251.0,73.30677290836654,1.0,14.0,2.7010869565217392,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/0pKnXVUsXpS7CeEtZeRb0s.txt/000000839,485.0,6719.0,7.218336061913975,167.0,221.0,75.56561085972851,1.0,10.0,2.904191616766467,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/41P0wd7w46zpIfBrshNbJQ.txt/000000840,638.0,7400.0,8.621621621621621,218.0,267.0,81.64794007490637,1.0,15.0,2.926605504587156,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/2ewlnvLFtHzMAzAkuSnjb7.txt/000000841,586.0,7172.0,8.170663692136085,202.0,258.0,78.29457364341086,1.0,16.0,2.900990099009901,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/7765StiBabhyjfdlDe96Gi.txt/000000842,534.0,6742.0,7.920498368436665,181.0,245.0,73.87755102040816,1.0,11.0,2.9502762430939224,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/3oP2XuQt6uixilDeZdkVAt.txt/000000843,537.0,6878.0,7.807502180866531,225.0,307.0,73.28990228013029,1.0,10.0,2.3866666666666667,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/08n7TGaIwBaopjGCCCtEXl.txt/000000844,459.0,5895.0,7.786259541984733,149.0,203.0,73.39901477832512,1.0,11.0,3.0805369127516777,2.0
show_4Y1qqhrzpgNcIkVRajAOdr/3pWCUHlIUBs2Um0V6AZiit.txt/000000845,437.0,5844.0,7.477754962354552,147.0,201.0,73.13432835820896,1.0,14.0,2.9727891156462585,2.0
show_0q14aUbVF3rTacMkXccqPT/6j5I592RJXKyaWpyBiEkxO.txt/000000846,1295.0,15172.0,8.535460058001583,444.0,753.0,58.96414342629482,1.0,19.0,2.9166666666666665,2.0
show_0q14aUbVF3rTacMkXccqPT/0ysJq0UceRx7eeX75NbItL.txt/000000847,946.0,10966.0,8.626664234907897,305.0,512.0,59.5703125,1.0,15.0,3.101639344262295,2.0
show_0q14aUbVF3rTacMkXccqPT/1kii6kmeeI5L6mi39Sn0FR.txt/000000848,1194.0,12903.0,9.253661939083933,369.0,597.0,61.80904522613066,1.0,20.0,3.2357723577235773,2.0
show_0q14aUbVF3rTacMkXccqPT/41zt8dZ3moIliSiJd6s4lV.txt/000000849,1136.0,11509.0,9.870536102180901,307.0,443.0,69.3002257336343,1.0,22.0,3.7003257328990227,3.0
show_0q14aUbVF3rTacMkXccqPT/4fSshqXgjVgkHMyY3YhQU0.txt/000000850,1247.0,15614.0,7.986422441398744,444.0,737.0,60.24423337856174,1.0,17.0,2.8085585585585586,2.0
show_0q14aUbVF3rTacMkXccqPT/5Iz1etOmB2HXfYZO2Q46TS.txt/000000851,1191.0,14412.0,8.263946711074105,408.0,683.0,59.73645680819912,1.0,22.0,2.9191176470588234,2.0
show_0q14aUbVF3rTacMkXccqPT/3seSUWbYxctWiGbj5SG0IG.txt/000000852,1186.0,13539.0,8.759878868454095,386.0,594.0,64.98316498316498,1.0,16.0,3.0725388601036268,2.0
show_0q14aUbVF3rTacMkXccqPT/102vWgJarBIxyBdFqjS9ik.txt/000000853,1142.0,13871.0,8.23300410929277,409.0,718.0,56.96378830083565,1.0,21.0,2.7921760391198043,2.0
show_0q14aUbVF3rTacMkXccqPT/2LItOGSCqpFQVRV4aAEz7s.txt/000000854,1293.0,14522.0,8.903732268282607,387.0,609.0,63.54679802955665,1.0,17.0,3.3410852713178296,2.0
show_0q14aUbVF3rTacMkXccqPT/0zrLFJdVhm21JMmT4DPf8W.txt/000000855,1247.0,14579.0,8.55339872419233,431.0,709.0,60.78984485190409,1.0,20.0,2.8932714617169375,2.0
show_0q14aUbVF3rTacMkXccqPT/6ZqAiXwIivwxeNkwkWdPKQ.txt/000000856,23.0,400.0,5.75,13.0,23.0,56.52173913043478,1.0,5.0,1.7692307692307692,1.0
show_0q14aUbVF3rTacMkXccqPT/3HO5riBA7YIcNMrGTI8jjY.txt/000000857,1206.0,14689.0,8.210225338688815,431.0,687.0,62.73653566229986,1.0,15.0,2.7981438515081205,2.0
show_0q14aUbVF3rTacMkXccqPT/6pigj9rPcgHezUHxQBjFUl.txt/000000858,1388.0,16326.0,8.501776307730001,472.0,776.0,60.824742268041234,1.0,20.0,2.940677966101695,2.0
show_0q14aUbVF3rTacMkXccqPT/2kfzzpXGokvUo1X9T5E7zn.txt/000000859,1184.0,14151.0,8.36689986573387,408.0,648.0,62.96296296296296,1.0,18.0,2.9019607843137254,2.0
show_0q14aUbVF3rTacMkXccqPT/5QRfrnQlzguz24bmMA7vvz.txt/000000860,1025.0,11821.0,8.671009220878098,345.0,583.0,59.17667238421956,1.0,16.0,2.971014492753623,2.0
show_0q14aUbVF3rTacMkXccqPT/2I2grXsBxtBeAQ5dMinWjE.txt/000000861,1032.0,11743.0,8.78821425530103,366.0,590.0,62.03389830508475,1.0,15.0,2.819672131147541,2.0
show_0q14aUbVF3rTacMkXccqPT/1K0e8l3SrpLzlUsIk16wsA.txt/000000862,1160.0,13661.0,8.49132567161994,384.0,620.0,61.935483870967744,1.0,27.0,3.0208333333333335,2.0
show_0q14aUbVF3rTacMkXccqPT/4QktmUXsqOjHsVtTLuUGxz.txt/000000863,1226.0,14070.0,8.713574982231698,398.0,608.0,65.46052631578948,1.0,22.0,3.080402010050251,2.0
show_0q14aUbVF3rTacMkXccqPT/3GT3WGHo7PrhCkjZkIpT7F.txt/000000864,1546.0,15205.0,10.167707990792502,446.0,652.0,68.40490797546012,1.0,19.0,3.4663677130044843,2.0
show_0q14aUbVF3rTacMkXccqPT/11RWrLxtroXinYbPGXEROO.txt/000000865,1160.0,14007.0,8.281573498964804,414.0,699.0,59.227467811158796,1.0,14.0,2.8019323671497585,2.0
show_0q14aUbVF3rTacMkXccqPT/4yJOJh83QjOvPbiaoSzlZh.txt/000000866,1332.0,15802.0,8.429312745222123,426.0,662.0,64.35045317220543,1.0,20.0,3.1267605633802815,2.0
show_0lBpq1qzcr8kKrtXm3HcC0/5atcuocM2gPG3Nq6DqZf7D.txt/000000867,390.0,5158.0,7.5610701822411785,173.0,339.0,51.03244837758112,1.0,15.0,2.254335260115607,2.0
show_0lBpq1qzcr8kKrtXm3HcC0/0strcAa4ptMKPyrmGY69AW.txt/000000868,108.0,1492.0,7.238605898123325,48.0,79.0,60.75949367088607,1.0,6.0,2.25,2.0
show_25op0P0LRoUyYQD5kVwaPp/3PaGOURD8CfYr9BizClA2X.txt/000000869,1387.0,19050.0,7.2808398950131235,601.0,1222.0,49.18166939443535,1.0,20.0,2.307820299500832,2.0
show_25op0P0LRoUyYQD5kVwaPp/5ceiU5gCCKq7NX7JFSVgi5.txt/000000870,1416.0,19197.0,7.376152523831848,569.0,1171.0,48.59094790777114,1.0,25.0,2.4885764499121263,2.0
show_25op0P0LRoUyYQD5kVwaPp/6zHquAOEGrimRq43vXTOym.txt/000000871,1228.0,16515.0,7.435664547381169,467.0,958.0,48.74739039665971,1.0,18.0,2.6295503211991433,2.0
show_6RnL3W0weLvAJyZC1cIu8K/1cM0bUhLClUiwf2I2XJoWK.txt/000000872,561.0,6418.0,8.741040822686195,166.0,223.0,74.43946188340807,1.0,28.0,3.3795180722891565,2.0
show_0FUV0bDwonUBhRdfdSHS0w/3VkmQWexT9Xmw68CUg2c6t.txt/000000873,1073.0,11008.0,9.747456395348838,346.0,454.0,76.2114537444934,1.0,23.0,3.101156069364162,2.0
show_4HL2j5zc7B3ywwxzvtCszF/5qy8go8BGHmJlfSSsQQq16.txt/000000874,563.0,7207.0,7.811849590675732,221.0,328.0,67.3780487804878,1.0,18.0,2.5475113122171944,2.0
show_4HL2j5zc7B3ywwxzvtCszF/0xOVknahSPwmKAQkdWA4uu.txt/000000875,151.0,2043.0,7.391091532060695,59.0,88.0,67.04545454545455,1.0,10.0,2.559322033898305,2.0
show_4HL2j5zc7B3ywwxzvtCszF/3t996vgPiAiJlvMwVslxr9.txt/000000876,554.0,7311.0,7.57762276022432,236.0,322.0,73.2919254658385,1.0,11.0,2.347457627118644,2.0
show_4HL2j5zc7B3ywwxzvtCszF/501gK54X20YXgnZJ74FUwV.txt/000000877,586.0,6954.0,8.426804716709807,212.0,268.0,79.1044776119403,1.0,10.0,2.7641509433962264,2.0
show_4HL2j5zc7B3ywwxzvtCszF/2VIyjbypgLuj8SxDMY0ocQ.txt/000000878,19.0,187.0,10.16042780748663,4.0,6.0,66.66666666666667,1.0,8.0,4.75,5.0
show_4HL2j5zc7B3ywwxzvtCszF/7nBTrESwEz3Yhj94M9BhOF.txt/000000879,605.0,7410.0,8.164642375168691,235.0,310.0,75.80645161290323,1.0,10.0,2.574468085106383,2.0
show_4HL2j5zc7B3ywwxzvtCszF/1prvhVOZPaK7ZQoUH8eGqg.txt/000000880,503.0,6661.0,7.551418705900015,197.0,273.0,72.16117216117216,1.0,21.0,2.553299492385787,2.0
show_4HL2j5zc7B3ywwxzvtCszF/0pMe1pt1EMxhzaX1bPH8t6.txt/000000881,517.0,6436.0,8.032939714108142,212.0,302.0,70.19867549668874,1.0,10.0,2.438679245283019,2.0
show_4HL2j5zc7B3ywwxzvtCszF/380be3Lx8jpQMeqUeemb3u.txt/000000882,473.0,6603.0,7.163410570952597,213.0,324.0,65.74074074074075,1.0,9.0,2.220657276995305,2.0
show_4HL2j5zc7B3ywwxzvtCszF/3VGncBE9JyB5mcJladNkqX.txt/000000883,543.0,6694.0,8.11174185838064,225.0,306.0,73.52941176470588,1.0,9.0,2.4133333333333336,2.0
show_4HL2j5zc7B3ywwxzvtCszF/3PVk1pEoDPT1Fej6tSkobQ.txt/000000884,666.0,8452.0,7.8797917652626595,233.0,322.0,72.36024844720497,1.0,14.0,2.8583690987124464,2.0
show_4HL2j5zc7B3ywwxzvtCszF/2I4Me6vp8FVcillGxFZ4Td.txt/000000885,620.0,7785.0,7.964033397559409,229.0,312.0,73.3974358974359,1.0,14.0,2.7074235807860263,2.0
show_4HL2j5zc7B3ywwxzvtCszF/6vvNGnoXwVpvkdSqmUrCkX.txt/000000886,567.0,7809.0,7.260852862082213,219.0,287.0,76.30662020905923,1.0,12.0,2.589041095890411,2.0
show_4HL2j5zc7B3ywwxzvtCszF/1Ca8Gmfv9DOugV6TR1cHuf.txt/000000887,334.0,4667.0,7.156631669166488,148.0,212.0,69.81132075471699,1.0,8.0,2.2567567567567566,2.0
show_4HL2j5zc7B3ywwxzvtCszF/2a4k5rKp5D3AlVAVnuzICG.txt/000000888,499.0,6731.0,7.413460109939088,199.0,263.0,75.66539923954373,1.0,15.0,2.507537688442211,2.0
show_4HL2j5zc7B3ywwxzvtCszF/6ZrS48G9bzi66gQ5qdxqmr.txt/000000889,465.0,5953.0,7.811187636485806,177.0,248.0,71.37096774193549,1.0,9.0,2.6271186440677967,2.0
show_4HL2j5zc7B3ywwxzvtCszF/68F1KtsUO3p6qvzRLZcFkZ.txt/000000890,462.0,6251.0,7.3908174692049275,204.0,276.0,73.91304347826087,1.0,11.0,2.264705882352941,2.0
show_4HL2j5zc7B3ywwxzvtCszF/5Nb9r2mOggOjqqvfrZnvFC.txt/000000891,579.0,6918.0,8.36947094535993,223.0,302.0,73.84105960264901,1.0,15.0,2.596412556053812,2.0
show_4HL2j5zc7B3ywwxzvtCszF/4xRwGk92gO2itqnzgVu0Re.txt/000000892,634.0,7127.0,8.895748561807212,217.0,283.0,76.67844522968198,1.0,11.0,2.921658986175115,2.0
show_4HL2j5zc7B3ywwxzvtCszF/5CTqwhjCFdLo9z7rCX7cWA.txt/000000893,430.0,5787.0,7.430447554864351,199.0,298.0,66.77852348993288,1.0,9.0,2.1608040201005023,2.0
show_4HL2j5zc7B3ywwxzvtCszF/3XHwrDx8wz7nvO8fXNd7OG.txt/000000894,477.0,5892.0,8.095723014256619,187.0,252.0,74.2063492063492,1.0,11.0,2.550802139037433,2.0
show_4HL2j5zc7B3ywwxzvtCszF/5fe9838C0AzadfxnRaLiHr.txt/000000895,581.0,7665.0,7.579908675799087,245.0,346.0,70.8092485549133,1.0,13.0,2.3714285714285714,2.0
show_4HL2j5zc7B3ywwxzvtCszF/6rtpxnevby0yN8tuvwH2O7.txt/000000896,477.0,6420.0,7.429906542056075,174.0,236.0,73.72881355932203,1.0,11.0,2.7413793103448274,2.0
show_4HL2j5zc7B3ywwxzvtCszF/1qIwmbWEALD7VQU7qAyfa5.txt/000000897,547.0,6740.0,8.11572700296736,214.0,294.0,72.78911564625851,1.0,12.0,2.55607476635514,2.0
show_4HL2j5zc7B3ywwxzvtCszF/3K7EPYo5Hh8Roap2whsq33.txt/000000898,607.0,7995.0,7.592245153220763,250.0,329.0,75.98784194528875,1.0,9.0,2.428,2.0
show_4HL2j5zc7B3ywwxzvtCszF/1cf1PWjfFN1gr9kgjdB0dR.txt/000000899,480.0,6265.0,7.661612130885874,196.0,294.0,66.66666666666667,1.0,10.0,2.4489795918367347,2.0
show_4HL2j5zc7B3ywwxzvtCszF/41Jw8M5EjhhUJt7PKKE8Xw.txt/000000900,472.0,6438.0,7.3314694004349175,214.0,298.0,71.81208053691275,1.0,11.0,2.205607476635514,2.0
show_4HL2j5zc7B3ywwxzvtCszF/1F6KVfnHiDIjhXnkUdvMrl.txt/000000901,590.0,7968.0,7.4046184738955825,222.0,294.0,75.51020408163265,1.0,13.0,2.6576576576576576,2.0
show_4HL2j5zc7B3ywwxzvtCszF/3cknFUc3Rq26dhJDVStvSC.txt/000000902,449.0,5713.0,7.859268335375459,187.0,269.0,69.51672862453532,1.0,12.0,2.4010695187165774,2.0
show_4HL2j5zc7B3ywwxzvtCszF/0R2B070OhV2dXyO6xJIAiB.txt/000000903,499.0,6639.0,7.516192197620123,224.0,304.0,73.6842105263158,1.0,12.0,2.2276785714285716,2.0
show_4HL2j5zc7B3ywwxzvtCszF/5qpxST4yiO6wU94tyz5J0Y.txt/000000904,583.0,7148.0,8.156127588136542,247.0,327.0,75.53516819571865,1.0,13.0,2.360323886639676,2.0
show_4HL2j5zc7B3ywwxzvtCszF/0yB0MQiPa3HJnPqwOHwR6L.txt/000000905,504.0,6172.0,8.165910563836682,190.0,265.0,71.69811320754717,1.0,14.0,2.6526315789473682,2.0
show_4HL2j5zc7B3ywwxzvtCszF/57qxWlutBSSOdY4z8oLk65.txt/000000906,507.0,6508.0,7.790411800860479,193.0,269.0,71.74721189591078,1.0,11.0,2.626943005181347,2.0
show_4HL2j5zc7B3ywwxzvtCszF/3ML3IOSxnyFy1riIdaWROF.txt/000000907,530.0,6321.0,8.384749248536624,183.0,231.0,79.22077922077922,1.0,13.0,2.8961748633879782,2.0
show_4HL2j5zc7B3ywwxzvtCszF/1n3WbhwpNKCZ7MxzvtHOQb.txt/000000908,348.0,5019.0,6.933652121936641,168.0,244.0,68.85245901639344,1.0,8.0,2.0714285714285716,1.0
show_4HL2j5zc7B3ywwxzvtCszF/0LrDubqwigDaawqTuCoo7a.txt/000000909,548.0,6920.0,7.91907514450867,192.0,272.0,70.58823529411765,1.0,15.0,2.8541666666666665,2.0
show_4HL2j5zc7B3ywwxzvtCszF/61wZmwvSMo0cbWJ2pAsvg6.txt/000000910,554.0,6556.0,8.450274557657108,195.0,287.0,67.94425087108014,1.0,16.0,2.841025641025641,2.0
show_4HL2j5zc7B3ywwxzvtCszF/2VUJQ2miZ9eY0o5HeyHCDr.txt/000000911,582.0,7060.0,8.243626062322946,218.0,298.0,73.15436241610739,1.0,9.0,2.669724770642202,2.0
show_4HL2j5zc7B3ywwxzvtCszF/74Tb6U3Qn1S1uxEWtqF4JC.txt/000000912,530.0,7007.0,7.56386470672185,218.0,298.0,73.15436241610739,1.0,10.0,2.4311926605504586,2.0
show_4HL2j5zc7B3ywwxzvtCszF/6qONON7jgVUFDngjYAhxW3.txt/000000913,594.0,6659.0,8.920258297041597,200.0,279.0,71.68458781362007,1.0,14.0,2.97,2.0
show_4HL2j5zc7B3ywwxzvtCszF/1MI0uz4dvmrsYKfjHPAK4Z.txt/000000914,588.0,6921.0,8.495882097962722,244.0,298.0,81.87919463087249,1.0,13.0,2.4098360655737703,2.0
show_4HL2j5zc7B3ywwxzvtCszF/7naWFN5pMWjwNXj5BYsUxe.txt/000000915,559.0,7284.0,7.6743547501372875,250.0,350.0,71.42857142857143,1.0,10.0,2.236,2.0
show_4HL2j5zc7B3ywwxzvtCszF/4A9Dlt9AcMaTPKkDqHyTu1.txt/000000916,461.0,6138.0,7.510589768654285,185.0,261.0,70.88122605363985,1.0,11.0,2.4918918918918918,2.0
show_4HL2j5zc7B3ywwxzvtCszF/5kDCel21y5PhyPid0I3Ze3.txt/000000917,593.0,8176.0,7.25293542074364,252.0,393.0,64.12213740458016,1.0,12.0,2.3531746031746033,2.0
show_4HL2j5zc7B3ywwxzvtCszF/608z9mJcuWfdq1cnOKsx6N.txt/000000918,455.0,5875.0,7.74468085106383,174.0,246.0,70.73170731707317,1.0,13.0,2.6149425287356323,2.0
show_3i0vRZjhnNc34GIuQoX4nU/6ZKpJlogIVJyW1mgGDs452.txt/000000919,320.0,4203.0,7.613609326671425,123.0,190.0,64.73684210526316,1.0,9.0,2.6016260162601625,2.0
show_2vPbtummXL9L4UbLiezZmh/2d1zkpbl0OP1jsEFsOUCzY.txt/000000920,396.0,5548.0,7.137707281903388,151.0,201.0,75.12437810945273,1.0,10.0,2.622516556291391,2.0
show_2vPbtummXL9L4UbLiezZmh/3zFYwSceHX9jlGAtx8xtNN.txt/000000921,472.0,6121.0,7.7111583074661,171.0,238.0,71.84873949579831,1.0,12.0,2.760233918128655,2.0
show_2vPbtummXL9L4UbLiezZmh/3enBmKVyO3QbXsXouF7E0A.txt/000000922,474.0,6317.0,7.503561817318348,179.0,242.0,73.96694214876032,1.0,8.0,2.64804469273743,2.0
