document,dm_count_doc,word_count_doc,dm_words_perc,dm_sentences,sentence_count_doc,dm_sentences_perc,dm_count_min,dm_count_max,dm_count_mean,dm_count_median,dm_pos_sent_begin,dm_pos_sent_middle,dm_pos_sent_end
AllanAdams.txt/000000460,109.0,1592.0,6.846733668341709,1.0,1.0,100.0,109.0,109.0,109.0,109.0,14.0,82.0,13.0
RozSavage.txt/000000461,268.0,3304.0,8.111380145278451,1.0,1.0,100.0,268.0,268.0,268.0,268.0,44.0,181.0,43.0
SophalEar.txt/000000462,85.0,918.0,9.25925925925926,1.0,1.0,100.0,85.0,85.0,85.0,85.0,9.0,63.0,13.0
AmoryLovins.txt/000000463,343.0,3362.0,10.202260559190957,1.0,1.0,100.0,343.0,343.0,343.0,343.0,55.0,242.0,46.0
AfraRaymond.txt/000000464,281.0,3343.0,8.405623691295244,1.0,1.0,100.0,281.0,281.0,281.0,281.0,46.0,192.0,43.0
RichardStJohn.txt/000000465,42.0,559.0,7.5134168157423975,1.0,1.0,100.0,42.0,42.0,42.0,42.0,8.0,28.0,6.0
JamieBartlett.txt/000000466,173.0,1937.0,8.931337119256582,1.0,1.0,100.0,173.0,173.0,173.0,173.0,29.0,105.0,39.0
PaulCollier.txt/000000467,158.0,2168.0,7.287822878228782,1.0,1.0,100.0,158.0,158.0,158.0,158.0,24.0,111.0,23.0
EleniGabreMadhin.txt/000000468,280.0,3248.0,8.620689655172415,1.0,1.0,100.0,280.0,280.0,280.0,280.0,47.0,195.0,38.0
BenSaunders.txt/000000469,138.0,1789.0,7.713806595863611,1.0,1.0,100.0,138.0,138.0,138.0,138.0,21.0,99.0,18.0
HamishJolly.txt/000000470,200.0,2026.0,9.871668311944719,1.0,1.0,100.0,200.0,200.0,200.0,200.0,33.0,139.0,28.0
PaoloCardini.txt/000000471,21.0,255.0,8.235294117647058,1.0,1.0,100.0,21.0,21.0,21.0,21.0,3.0,14.0,4.0
DeborahRhodes.txt/000000472,280.0,3177.0,8.81334592382751,1.0,1.0,100.0,280.0,280.0,280.0,280.0,35.0,194.0,51.0
NataliePanek.txt/000000473,157.0,1662.0,9.446450060168472,1.0,1.0,100.0,157.0,157.0,157.0,157.0,20.0,113.0,24.0
SusanCain.txt/000000474,355.0,3383.0,10.493644694058528,1.0,1.0,100.0,355.0,355.0,355.0,355.0,62.0,235.0,58.0
HenryMarkram.txt/000000475,196.0,2242.0,8.742194469223907,1.0,1.0,100.0,196.0,196.0,196.0,196.0,24.0,132.0,40.0
PhilipeStarck.txt/000000476,111.0,1559.0,7.119948685054522,1.0,1.0,100.0,111.0,111.0,111.0,111.0,22.0,73.0,16.0
ElynSaks.txt/000000477,240.0,2839.0,8.453680873547023,1.0,1.0,100.0,240.0,240.0,240.0,240.0,34.0,169.0,37.0
MarkShaw.txt/000000478,76.0,774.0,9.819121447028424,1.0,1.0,100.0,76.0,76.0,76.0,76.0,8.0,57.0,11.0
AaronKoblin.txt/000000479,274.0,3176.0,8.6272040302267,1.0,1.0,100.0,274.0,274.0,274.0,274.0,38.0,187.0,49.0
WillMarshall.txt/000000480,98.0,1378.0,7.111756168359942,1.0,1.0,100.0,98.0,98.0,98.0,98.0,18.0,62.0,18.0
DaveIsay.txt/000000481,286.0,3408.0,8.392018779342724,1.0,1.0,100.0,286.0,286.0,286.0,286.0,35.0,209.0,42.0
JoiIto.txt/000000482,215.0,2352.0,9.141156462585034,1.0,1.0,100.0,215.0,215.0,215.0,215.0,31.0,150.0,34.0
WendyFreedman.txt/000000483,175.0,2444.0,7.160392798690671,1.0,1.0,100.0,175.0,175.0,175.0,175.0,26.0,114.0,35.0
NathalieMiebach.txt/000000484,53.0,669.0,7.922272047832586,1.0,1.0,100.0,53.0,53.0,53.0,53.0,9.0,39.0,5.0
KwameAnthonyAppiah.txt/000000485,233.0,2668.0,8.733133433283358,1.0,1.0,100.0,233.0,233.0,233.0,233.0,28.0,159.0,46.0
MikeVelings.txt/000000486,233.0,2688.0,8.668154761904763,1.0,1.0,100.0,233.0,233.0,233.0,233.0,33.0,164.0,36.0
FrederickBalagadde.txt/000000487,43.0,681.0,6.31424375917768,1.0,1.0,100.0,43.0,43.0,43.0,43.0,6.0,32.0,5.0
MichaelKimmel.txt/000000488,196.0,2451.0,7.996736026111791,1.0,1.0,100.0,196.0,196.0,196.0,196.0,35.0,130.0,31.0
RogerStein.txt/000000489,198.0,2323.0,8.523461041756349,1.0,1.0,100.0,198.0,198.0,198.0,198.0,37.0,129.0,32.0
MarcPachter.txt/000000490,347.0,3345.0,10.373692077727952,1.0,1.0,100.0,347.0,347.0,347.0,347.0,47.0,240.0,60.0
HansRosling.txt/000000491,282.0,3153.0,8.943862987630828,1.0,1.0,100.0,282.0,282.0,282.0,282.0,48.0,206.0,28.0
KartickSatyanarayan.txt/000000492,65.0,648.0,10.030864197530864,1.0,1.0,100.0,65.0,65.0,65.0,65.0,8.0,48.0,9.0
AlbertoCairo.txt/000000493,176.0,2212.0,7.956600361663653,1.0,1.0,100.0,176.0,176.0,176.0,176.0,31.0,121.0,24.0
MallorySoldner.txt/000000494,154.0,1975.0,7.7974683544303796,1.0,1.0,100.0,154.0,154.0,154.0,154.0,25.0,100.0,29.0
MelatiWijsen.txt/000000495,149.0,1592.0,9.359296482412061,1.0,1.0,100.0,149.0,149.0,149.0,149.0,21.0,101.0,27.0
MaajidNawaz.txt/000000496,272.0,3028.0,8.982826948480845,1.0,1.0,100.0,272.0,272.0,272.0,272.0,42.0,187.0,43.0
GregoryStock.txt/000000497,240.0,3219.0,7.4557315936626285,1.0,1.0,100.0,240.0,240.0,240.0,240.0,37.0,172.0,31.0
DrewCurtis.txt/000000498,96.0,1044.0,9.195402298850574,1.0,1.0,100.0,96.0,96.0,96.0,96.0,21.0,58.0,17.0
CharityWayua.txt/000000499,145.0,1785.0,8.123249299719888,1.0,1.0,100.0,145.0,145.0,145.0,145.0,21.0,99.0,25.0
AaronOConnell.txt/000000500,156.0,1485.0,10.505050505050505,1.0,1.0,100.0,156.0,156.0,156.0,156.0,30.0,110.0,16.0
SirenaHuang.txt/000000501,39.0,391.0,9.974424552429667,1.0,1.0,100.0,39.0,39.0,39.0,39.0,6.0,27.0,6.0
FreemanDyson.txt/000000502,254.0,2547.0,9.972516686297604,1.0,1.0,100.0,254.0,254.0,254.0,254.0,31.0,176.0,47.0
PeterDonnelly.txt/000000503,369.0,4114.0,8.969372873116189,1.0,1.0,100.0,369.0,369.0,369.0,369.0,70.0,247.0,52.0
TomWujec.txt/000000504,166.0,1433.0,11.584089323098395,1.0,1.0,100.0,166.0,166.0,166.0,166.0,26.0,119.0,21.0
KRamdas.txt/000000505,238.0,2760.0,8.623188405797102,1.0,1.0,100.0,238.0,238.0,238.0,238.0,40.0,149.0,49.0
EnricSala.txt/000000506,274.0,3508.0,7.810718358038769,1.0,1.0,100.0,274.0,274.0,274.0,274.0,45.0,196.0,33.0
MarynMcKenna.txt/000000507,155.0,2132.0,7.270168855534709,1.0,1.0,100.0,155.0,155.0,155.0,155.0,28.0,105.0,22.0
TomUglow.txt/000000508,96.0,1177.0,8.156329651656755,1.0,1.0,100.0,96.0,96.0,96.0,96.0,12.0,66.0,18.0
AlwarBalasubramaniam.txt/000000509,288.0,2864.0,10.05586592178771,1.0,1.0,100.0,288.0,288.0,288.0,288.0,55.0,186.0,47.0
GolanLevin.txt/000000510,35.0,386.0,9.067357512953368,1.0,1.0,100.0,35.0,35.0,35.0,35.0,5.0,25.0,5.0
MeganKamerick.txt/000000511,106.0,1666.0,6.362545018007203,1.0,1.0,100.0,106.0,106.0,106.0,106.0,18.0,68.0,20.0
BaratAliBatoor.txt/000000512,115.0,1425.0,8.070175438596491,1.0,1.0,100.0,115.0,115.0,115.0,115.0,18.0,78.0,19.0
JayWalker.txt/000000513,26.0,353.0,7.36543909348442,1.0,1.0,100.0,26.0,26.0,26.0,26.0,3.0,20.0,3.0
JacksonKatz.txt/000000514,352.0,3659.0,9.620114785460508,1.0,1.0,100.0,352.0,352.0,352.0,352.0,58.0,242.0,52.0
DanGross.txt/000000515,154.0,2156.0,7.142857142857143,1.0,1.0,100.0,154.0,154.0,154.0,154.0,28.0,94.0,32.0
AlaindeBotton.txt/000000516,231.0,3222.0,7.1694599627560525,1.0,1.0,100.0,231.0,231.0,231.0,231.0,34.0,161.0,36.0
JiHaePark.txt/000000517,33.0,367.0,8.991825613079019,1.0,1.0,100.0,33.0,33.0,33.0,33.0,5.0,21.0,7.0
JPRangaswami.txt/000000518,137.0,1311.0,10.450038138825324,1.0,1.0,100.0,137.0,137.0,137.0,137.0,23.0,99.0,15.0
RoxaneGay.txt/000000519,165.0,1786.0,9.238521836506159,1.0,1.0,100.0,165.0,165.0,165.0,165.0,32.0,105.0,28.0
PhilipEvans.txt/000000520,184.0,2332.0,7.890222984562607,1.0,1.0,100.0,184.0,184.0,184.0,184.0,34.0,125.0,25.0
RorySutherland.txt/000000521,230.0,3247.0,7.083461656914075,1.0,1.0,100.0,230.0,230.0,230.0,230.0,46.0,143.0,41.0
DaleDougherty.txt/000000522,152.0,1866.0,8.145766345123258,1.0,1.0,100.0,152.0,152.0,152.0,152.0,28.0,104.0,20.0
IvanCoyote.txt/000000523,153.0,1539.0,9.941520467836257,1.0,1.0,100.0,153.0,153.0,153.0,153.0,23.0,105.0,25.0
AlysonMcGregor.txt/000000524,186.0,1980.0,9.393939393939394,1.0,1.0,100.0,186.0,186.0,186.0,186.0,25.0,127.0,34.0
TheAhnTrio.txt/000000525,7.0,127.0,5.511811023622047,1.0,1.0,100.0,7.0,7.0,7.0,7.0,1.0,5.0,1.0
CesarKuriyama.txt/000000526,98.0,1293.0,7.579273008507347,1.0,1.0,100.0,98.0,98.0,98.0,98.0,19.0,67.0,12.0
StevenCowley.txt/000000527,145.0,1674.0,8.661887694145758,1.0,1.0,100.0,145.0,145.0,145.0,145.0,28.0,104.0,13.0
Halla.txt/000000528,161.0,1568.0,10.267857142857142,1.0,1.0,100.0,161.0,161.0,161.0,161.0,21.0,114.0,26.0
JoshuaPrinceRamus.txt/000000529,273.0,3236.0,8.436341161928306,1.0,1.0,100.0,273.0,273.0,273.0,273.0,50.0,179.0,44.0
CarolineLavelle.txt/000000530,11.0,97.0,11.34020618556701,1.0,1.0,100.0,11.0,11.0,11.0,11.0,3.0,8.0,0.0
TobyEccles.txt/000000531,157.0,1696.0,9.257075471698114,1.0,1.0,100.0,157.0,157.0,157.0,157.0,22.0,117.0,18.0
JosetteSheeran.txt/000000532,247.0,3046.0,8.108995403808272,1.0,1.0,100.0,247.0,247.0,247.0,247.0,40.0,172.0,35.0
SamMartin.txt/000000533,75.0,840.0,8.928571428571429,1.0,1.0,100.0,75.0,75.0,75.0,75.0,16.0,43.0,16.0
TyroneHayes.txt/000000534,246.0,2810.0,8.754448398576512,1.0,1.0,100.0,246.0,246.0,246.0,246.0,31.0,178.0,37.0
MichaelShellenberger.txt/000000535,206.0,2740.0,7.518248175182482,1.0,1.0,100.0,206.0,206.0,206.0,206.0,28.0,150.0,28.0
IoneWells.txt/000000536,214.0,2740.0,7.810218978102189,1.0,1.0,100.0,214.0,214.0,214.0,214.0,32.0,145.0,37.0
BernieKrause.txt/000000537,171.0,1968.0,8.689024390243903,1.0,1.0,100.0,171.0,171.0,171.0,171.0,24.0,123.0,24.0
LauraSchulz.txt/000000538,241.0,3000.0,8.033333333333333,1.0,1.0,100.0,241.0,241.0,241.0,241.0,40.0,175.0,26.0
JeffHawkins.txt/000000539,275.0,4061.0,6.77173110071411,1.0,1.0,100.0,275.0,275.0,275.0,275.0,43.0,194.0,38.0
HenryEvans.txt/000000540,105.0,1206.0,8.706467661691542,1.0,1.0,100.0,105.0,105.0,105.0,105.0,14.0,69.0,22.0
YuvalNoahHarari.txt/000000541,450.0,5577.0,8.068854222700377,1.0,1.0,100.0,450.0,450.0,450.0,450.0,61.0,325.0,64.0
TylerDeWitt.txt/000000542,179.0,1969.0,9.090909090909092,1.0,1.0,100.0,179.0,179.0,179.0,179.0,33.0,122.0,24.0
AukeIjspeert.txt/000000543,263.0,2687.0,9.787867510234463,1.0,1.0,100.0,263.0,263.0,263.0,263.0,43.0,180.0,40.0
EricSanderson.txt/000000544,298.0,3059.0,9.741745668519124,1.0,1.0,100.0,298.0,298.0,298.0,298.0,53.0,199.0,46.0
RonGutman.txt/000000545,78.0,1077.0,7.242339832869081,1.0,1.0,100.0,78.0,78.0,78.0,78.0,13.0,43.0,22.0
FrancisCollins.txt/000000546,250.0,2796.0,8.94134477825465,1.0,1.0,100.0,250.0,250.0,250.0,250.0,39.0,171.0,40.0
NoyThrupkaew.txt/000000547,280.0,2993.0,9.355162044771133,1.0,1.0,100.0,280.0,280.0,280.0,280.0,63.0,174.0,43.0
HillelCooperman.txt/000000548,86.0,820.0,10.487804878048781,1.0,1.0,100.0,86.0,86.0,86.0,86.0,13.0,60.0,13.0
SugataMitra.txt/000000549,221.0,3166.0,6.980416929879975,1.0,1.0,100.0,221.0,221.0,221.0,221.0,32.0,157.0,32.0
MarkusFischer.txt/000000550,47.0,425.0,11.058823529411764,1.0,1.0,100.0,47.0,47.0,47.0,47.0,6.0,33.0,8.0
CharlesLimb.txt/000000551,172.0,2325.0,7.397849462365591,1.0,1.0,100.0,172.0,172.0,172.0,172.0,24.0,116.0,32.0
HandspringPuppetCompany.txt/000000552,163.0,1947.0,8.371854134565998,1.0,1.0,100.0,163.0,163.0,163.0,163.0,25.0,117.0,21.0
HadynParry.txt/000000553,186.0,2476.0,7.512116316639742,1.0,1.0,100.0,186.0,186.0,186.0,186.0,29.0,124.0,33.0
FransLanting.txt/000000554,86.0,989.0,8.695652173913043,1.0,1.0,100.0,86.0,86.0,86.0,86.0,15.0,59.0,12.0
MattKillingsworth.txt/000000555,138.0,1875.0,7.36,1.0,1.0,100.0,138.0,138.0,138.0,138.0,20.0,101.0,17.0
NatalieMacMaster.txt/000000556,196.0,1790.0,10.949720670391061,1.0,1.0,100.0,196.0,196.0,196.0,196.0,31.0,131.0,34.0
SharmeenObaidChinoy.txt/000000557,49.0,794.0,6.171284634760705,1.0,1.0,100.0,49.0,49.0,49.0,49.0,6.0,36.0,7.0
BonnieBassler.txt/000000558,275.0,3275.0,8.396946564885496,1.0,1.0,100.0,275.0,275.0,275.0,275.0,50.0,182.0,43.0
JimmyCarter.txt/000000559,212.0,2503.0,8.469836196564122,1.0,1.0,100.0,212.0,212.0,212.0,212.0,37.0,143.0,32.0
EnriquePenelosa.txt/000000560,193.0,2062.0,9.35984481086324,1.0,1.0,100.0,193.0,193.0,193.0,193.0,34.0,129.0,30.0
RyanHolladay.txt/000000561,81.0,903.0,8.970099667774086,1.0,1.0,100.0,81.0,81.0,81.0,81.0,12.0,57.0,12.0
SaraSeager.txt/000000562,250.0,2879.0,8.68357068426537,1.0,1.0,100.0,250.0,250.0,250.0,250.0,43.0,169.0,38.0
KateStafford.txt/000000563,177.0,1612.0,10.98014888337469,1.0,1.0,100.0,177.0,177.0,177.0,177.0,39.0,119.0,19.0
MitchellBesser.txt/000000564,306.0,3147.0,9.723546234509056,1.0,1.0,100.0,306.0,306.0,306.0,306.0,46.0,228.0,32.0
SanguDelle.txt/000000565,66.0,891.0,7.407407407407407,1.0,1.0,100.0,66.0,66.0,66.0,66.0,7.0,48.0,11.0
SamanthaPower.txt/000000566,342.0,4383.0,7.8028747433264884,1.0,1.0,100.0,342.0,342.0,342.0,342.0,48.0,238.0,56.0
ToddColeman.txt/000000567,144.0,1508.0,9.549071618037136,1.0,1.0,100.0,144.0,144.0,144.0,144.0,28.0,91.0,25.0
IdeasWorthDating.txt/000000568,31.0,498.0,6.224899598393574,1.0,1.0,100.0,31.0,31.0,31.0,31.0,5.0,22.0,4.0
MartinPistorius.txt/000000569,174.0,2234.0,7.788719785138764,1.0,1.0,100.0,174.0,174.0,174.0,174.0,26.0,120.0,28.0
JeffreySkoll.txt/000000570,279.0,2600.0,10.73076923076923,1.0,1.0,100.0,279.0,279.0,279.0,279.0,47.0,191.0,41.0
LennartGreen.txt/000000571,196.0,2137.0,9.171736078614881,1.0,1.0,100.0,196.0,196.0,196.0,196.0,26.0,138.0,32.0
MaryRoach.txt/000000572,153.0,2178.0,7.024793388429752,1.0,1.0,100.0,153.0,153.0,153.0,153.0,18.0,115.0,20.0
JamesWhiteSr.txt/000000573,196.0,2182.0,8.982584784601283,1.0,1.0,100.0,196.0,196.0,196.0,196.0,26.0,143.0,27.0
JoachimdePosada.txt/000000574,50.0,570.0,8.771929824561404,1.0,1.0,100.0,50.0,50.0,50.0,50.0,10.0,30.0,10.0
CarlSchoonover.txt/000000575,66.0,755.0,8.741721854304636,1.0,1.0,100.0,66.0,66.0,66.0,66.0,9.0,49.0,8.0
MirandaWang.txt/000000576,148.0,1526.0,9.698558322411534,1.0,1.0,100.0,148.0,148.0,148.0,148.0,25.0,103.0,20.0
EricDishman.txt/000000577,238.0,3235.0,7.357032457496136,1.0,1.0,100.0,238.0,238.0,238.0,238.0,47.0,149.0,42.0
PeterHirschberg.txt/000000578,388.0,4855.0,7.991761071060762,1.0,1.0,100.0,388.0,388.0,388.0,388.0,76.0,253.0,59.0
RishiManchanda.txt/000000579,285.0,3576.0,7.969798657718121,1.0,1.0,100.0,285.0,285.0,285.0,285.0,56.0,171.0,58.0
FredSwaniker.txt/000000580,178.0,2154.0,8.263695450324978,1.0,1.0,100.0,178.0,178.0,178.0,178.0,27.0,112.0,39.0
MorganSpurlock.txt/000000581,237.0,3096.0,7.655038759689923,1.0,1.0,100.0,237.0,237.0,237.0,237.0,45.0,159.0,33.0
LeymahGbowee.txt/000000582,145.0,1962.0,7.390417940876657,1.0,1.0,100.0,145.0,145.0,145.0,145.0,27.0,94.0,24.0
AlannaShaikh.txt/000000583,106.0,1144.0,9.265734265734265,1.0,1.0,100.0,106.0,106.0,106.0,106.0,14.0,68.0,24.0
MichaelBodekaer.txt/000000584,176.0,1768.0,9.95475113122172,1.0,1.0,100.0,176.0,176.0,176.0,176.0,27.0,118.0,31.0
PhilZimbardo.txt/000000585,294.0,3949.0,7.444922765257027,1.0,1.0,100.0,294.0,294.0,294.0,294.0,63.0,189.0,42.0
IsabelAllende.txt/000000586,80.0,892.0,8.968609865470851,1.0,1.0,100.0,80.0,80.0,80.0,80.0,14.0,53.0,13.0
JohnKoenig.txt/000000587,115.0,1245.0,9.236947791164658,1.0,1.0,100.0,115.0,115.0,115.0,115.0,14.0,88.0,13.0
KristaTippett.txt/000000588,233.0,2418.0,9.636062861869313,1.0,1.0,100.0,233.0,233.0,233.0,233.0,43.0,145.0,45.0
RobertWaldinger.txt/000000589,161.0,1808.0,8.904867256637168,1.0,1.0,100.0,161.0,161.0,161.0,161.0,25.0,105.0,31.0
SiddharthaRoy.txt/000000590,186.0,1914.0,9.717868338557993,1.0,1.0,100.0,186.0,186.0,186.0,186.0,24.0,130.0,32.0
MichaelMurphy.txt/000000591,205.0,2253.0,9.098979138925877,1.0,1.0,100.0,205.0,205.0,205.0,205.0,34.0,147.0,24.0
TempleGrandin.txt/000000592,255.0,3760.0,6.781914893617022,1.0,1.0,100.0,255.0,255.0,255.0,255.0,34.0,175.0,46.0
EinsteinTheParrot.txt/000000593,37.0,607.0,6.095551894563426,1.0,1.0,100.0,37.0,37.0,37.0,37.0,4.0,30.0,3.0
AllanSavory.txt/000000594,282.0,2963.0,9.517381032737092,1.0,1.0,100.0,282.0,282.0,282.0,282.0,35.0,208.0,39.0
JamesGeary.txt/000000595,106.0,1261.0,8.406026962727994,1.0,1.0,100.0,106.0,106.0,106.0,106.0,16.0,71.0,19.0
ThomasDolby.txt/000000596,27.0,255.0,10.588235294117647,1.0,1.0,100.0,27.0,27.0,27.0,27.0,6.0,16.0,5.0
DavidCamarillo.txt/000000597,274.0,2835.0,9.664902998236332,1.0,1.0,100.0,274.0,274.0,274.0,274.0,44.0,182.0,48.0
JustinDavidson.txt/000000598,161.0,1732.0,9.295612009237875,1.0,1.0,100.0,161.0,161.0,161.0,161.0,24.0,106.0,31.0
DebraJarvis.txt/000000599,203.0,2069.0,9.811503141614306,1.0,1.0,100.0,203.0,203.0,203.0,203.0,35.0,139.0,29.0
BoghumaKabisenTitanji.txt/000000600,119.0,1668.0,7.134292565947242,1.0,1.0,100.0,119.0,119.0,119.0,119.0,26.0,74.0,19.0
JosephNye.txt/000000601,231.0,2806.0,8.232359230220956,1.0,1.0,100.0,231.0,231.0,231.0,231.0,36.0,159.0,36.0
StuartRussell.txt/000000602,252.0,2847.0,8.851422550052687,1.0,1.0,100.0,252.0,252.0,252.0,252.0,47.0,166.0,39.0
AbrahamVerghese.txt/000000603,256.0,3134.0,8.16847479259732,1.0,1.0,100.0,256.0,256.0,256.0,256.0,38.0,183.0,35.0
BartKnols.txt/000000604,115.0,1492.0,7.7077747989276135,1.0,1.0,100.0,115.0,115.0,115.0,115.0,17.0,82.0,16.0
GillHicks.txt/000000605,73.0,1008.0,7.242063492063492,1.0,1.0,100.0,73.0,73.0,73.0,73.0,8.0,47.0,18.0
SarahJayneBlakemore.txt/000000606,207.0,2516.0,8.227344992050874,1.0,1.0,100.0,207.0,207.0,207.0,207.0,38.0,134.0,35.0
DavedeBronkart.txt/000000607,190.0,2800.0,6.785714285714286,1.0,1.0,100.0,190.0,190.0,190.0,190.0,29.0,126.0,35.0
RajPanjabi.txt/000000608,274.0,3252.0,8.425584255842558,1.0,1.0,100.0,274.0,274.0,274.0,274.0,47.0,180.0,47.0
RosieKing.txt/000000609,110.0,1033.0,10.648596321393999,1.0,1.0,100.0,110.0,110.0,110.0,110.0,20.0,72.0,18.0
KennethShinozuka.txt/000000610,82.0,1044.0,7.854406130268199,1.0,1.0,100.0,82.0,82.0,82.0,82.0,13.0,54.0,15.0
TedHalstead.txt/000000611,107.0,1780.0,6.01123595505618,1.0,1.0,100.0,107.0,107.0,107.0,107.0,9.0,79.0,19.0
NaifAlMutawa.txt/000000612,277.0,3356.0,8.253873659117998,1.0,1.0,100.0,277.0,277.0,277.0,277.0,42.0,192.0,43.0
ScottFraser.txt/000000613,199.0,2576.0,7.725155279503106,1.0,1.0,100.0,199.0,199.0,199.0,199.0,30.0,149.0,20.0
MichaelDickinson.txt/000000614,212.0,2908.0,7.290233837689134,1.0,1.0,100.0,212.0,212.0,212.0,212.0,28.0,141.0,43.0
KevinBreel.txt/000000615,214.0,2187.0,9.785093735711019,1.0,1.0,100.0,214.0,214.0,214.0,214.0,35.0,150.0,29.0
ErinMcKean.txt/000000616,228.0,2757.0,8.269858541893363,1.0,1.0,100.0,228.0,228.0,228.0,228.0,33.0,155.0,40.0
JohanRockstrom.txt/000000617,212.0,2996.0,7.076101468624833,1.0,1.0,100.0,212.0,212.0,212.0,212.0,29.0,148.0,35.0
JudyJohnston.txt/000000618,72.0,1029.0,6.997084548104956,1.0,1.0,100.0,72.0,72.0,72.0,72.0,10.0,49.0,13.0
AmiKlin.txt/000000619,267.0,3060.0,8.72549019607843,1.0,1.0,100.0,267.0,267.0,267.0,267.0,35.0,192.0,40.0
GeorgeDyson.txt/000000620,212.0,2960.0,7.162162162162162,1.0,1.0,100.0,212.0,212.0,212.0,212.0,40.0,141.0,31.0
DavidBrooks.txt/000000621,269.0,3289.0,8.178777743995136,1.0,1.0,100.0,269.0,269.0,269.0,269.0,52.0,167.0,50.0
LindaLiukas.txt/000000622,200.0,1842.0,10.857763300760043,1.0,1.0,100.0,200.0,200.0,200.0,200.0,41.0,133.0,26.0
MartinJacques.txt/000000623,232.0,3077.0,7.539811504712382,1.0,1.0,100.0,232.0,232.0,232.0,232.0,36.0,163.0,33.0
KristaDonaldson.txt/000000624,181.0,1898.0,9.536354056902002,1.0,1.0,100.0,181.0,181.0,181.0,181.0,29.0,121.0,31.0
AlaaMurabit.txt/000000625,150.0,1688.0,8.886255924170616,1.0,1.0,100.0,150.0,150.0,150.0,150.0,22.0,102.0,26.0
AriannaHuffington.txt/000000626,43.0,522.0,8.237547892720306,1.0,1.0,100.0,43.0,43.0,43.0,43.0,3.0,33.0,7.0
AmosWinter.txt/000000627,211.0,2104.0,10.02851711026616,1.0,1.0,100.0,211.0,211.0,211.0,211.0,35.0,144.0,32.0
GailReed.txt/000000628,173.0,2194.0,7.88514129443938,1.0,1.0,100.0,173.0,173.0,173.0,173.0,29.0,123.0,21.0
GarrettLisi.txt/000000629,285.0,3705.0,7.6923076923076925,1.0,1.0,100.0,285.0,285.0,285.0,285.0,43.0,195.0,47.0
AlyssaMonks.txt/000000630,200.0,1985.0,10.075566750629722,1.0,1.0,100.0,200.0,200.0,200.0,200.0,22.0,153.0,25.0
MargaretStewart.txt/000000631,79.0,1020.0,7.745098039215686,1.0,1.0,100.0,79.0,79.0,79.0,79.0,12.0,56.0,11.0
LisaGansky.txt/000000632,260.0,2381.0,10.919781604367913,1.0,1.0,100.0,260.0,260.0,260.0,260.0,41.0,183.0,36.0
RivesINTERNET.txt/000000633,56.0,621.0,9.017713365539452,1.0,1.0,100.0,56.0,56.0,56.0,56.0,6.0,46.0,4.0
JoshuaKlein.txt/000000634,194.0,1917.0,10.119979134063641,1.0,1.0,100.0,194.0,194.0,194.0,194.0,32.0,130.0,32.0
BertrandPiccard.txt/000000635,221.0,2784.0,7.938218390804598,1.0,1.0,100.0,221.0,221.0,221.0,221.0,30.0,162.0,29.0
MikeRowe.txt/000000636,285.0,3624.0,7.864238410596027,1.0,1.0,100.0,285.0,285.0,285.0,285.0,55.0,187.0,43.0
JasonPontin.txt/000000637,107.0,1343.0,7.967237527922562,1.0,1.0,100.0,107.0,107.0,107.0,107.0,15.0,76.0,16.0
KirkCitron.txt/000000638,39.0,495.0,7.878787878787879,1.0,1.0,100.0,39.0,39.0,39.0,39.0,4.0,24.0,11.0
ThomasHellum.txt/000000639,237.0,2595.0,9.132947976878613,1.0,1.0,100.0,237.0,237.0,237.0,237.0,26.0,168.0,43.0
CamilleSeaman.txt/000000640,30.0,397.0,7.5566750629722925,1.0,1.0,100.0,30.0,30.0,30.0,30.0,3.0,24.0,3.0
AndersFjellberg.txt/000000641,236.0,2627.0,8.983631518842786,1.0,1.0,100.0,236.0,236.0,236.0,236.0,36.0,170.0,30.0
CorneilleEwango.txt/000000642,250.0,2602.0,9.607993850883936,1.0,1.0,100.0,250.0,250.0,250.0,250.0,42.0,182.0,26.0
JackAndraka.txt/000000643,172.0,1669.0,10.30557219892151,1.0,1.0,100.0,172.0,172.0,172.0,172.0,21.0,131.0,20.0
JeffreyBrown.txt/000000644,250.0,2690.0,9.293680297397769,1.0,1.0,100.0,250.0,250.0,250.0,250.0,34.0,184.0,32.0
JaapDeRoode.txt/000000645,96.0,1106.0,8.679927667269439,1.0,1.0,100.0,96.0,96.0,96.0,96.0,14.0,69.0,13.0
AndyPuddicombe.txt/000000646,143.0,1588.0,9.005037783375315,1.0,1.0,100.0,143.0,143.0,143.0,143.0,27.0,96.0,20.0
GeorgeSmoot.txt/000000647,383.0,3938.0,9.725749111223971,1.0,1.0,100.0,383.0,383.0,383.0,383.0,62.0,259.0,62.0
DianeKelly.txt/000000648,180.0,1941.0,9.273570324574962,1.0,1.0,100.0,180.0,180.0,180.0,180.0,35.0,122.0,23.0
ElizabethLindsey.txt/000000649,74.0,1031.0,7.177497575169738,1.0,1.0,100.0,74.0,74.0,74.0,74.0,12.0,49.0,13.0
RubyWax.txt/000000650,124.0,1393.0,8.90165111270639,1.0,1.0,100.0,124.0,124.0,124.0,124.0,16.0,89.0,19.0
FrankWarren.txt/000000651,116.0,1362.0,8.516886930983848,1.0,1.0,100.0,116.0,116.0,116.0,116.0,15.0,87.0,14.0
